Date,Open,High,Low,Close,Volume,Adj Close
2004-11-22,164.47,180.03,161.31,179.39,11635600,179.39
2004-11-15,180.45,188.32,165.73,169.40,15270100,169.40
2004-11-08,170.93,189.80,165.27,182.00,12926300,182.00
2004-11-01,193.55,201.60,168.55,169.35,14340500,169.35
2004-10-25,176.40,199.95,172.55,190.64,20887400,190.64
2004-10-18,143.20,180.17,139.60,172.43,15788600,172.43
2004-10-11,137.00,145.50,133.40,144.11,6560600,144.11
2004-10-04,135.25,139.88,132.24,137.73,6662800,137.73
2004-09-27,119.56,135.02,117.80,132.58,8347800,132.58
2004-09-20,116.95,124.10,116.77,119.83,4314100,119.83
2004-09-13,106.63,117.49,106.46,117.49,4817300,117.49
2004-09-07,101.01,106.56,99.61,105.33,2952100,105.33
2004-08-30,105.28,105.49,98.94,100.01,3956300,100.01
2004-08-23,110.75,113.48,103.57,106.15,5605400,106.15
2004-08-19,100.00,109.08,95.96,108.31,16890200,108.31
